,earned,headline,hours,jobs,rate,skills
131,$90k+,"Professional Writer, Editor, and Administrative Assistant","8,500",14,$13.33,"['Creative Writing', 'Article Writing', 'Content Writing', 'Administrative Support', 'Social Media Management', 'HTML', 'Microsoft Word', 'Microsoft Excel', 'Wordperfect']"
132,$90k+,"Voice Talent, Narrator","2,246",445,$30.00,"['Voice Over', 'Voice Talent', 'Narration', 'Audio Editing', 'Audio Production', 'Sound Forge']"
133,$1k+,appointment setting/customer service/telemarketing,293,5,$6.67,"['Telemarketing', 'Appointment Setting', 'Customer Service', 'Teaching English']"
134,$40k+,Administrative Assistant,"9,391",44,$25.00,"['Microsoft Excel', 'CRM', 'Internet Research', 'Search Engine Optimization (SEO)', 'Email Handling', 'Microsoft Word', 'Administrative Support', 'English Proofreading', 'Pipedrive', 'WordPress']"
135,$20k+,WordPress Website Designer,493,21,$75.00,"['Marketing Strategy', 'WordPress', 'Search Engine Optimization (SEO)', 'Web Design', 'Website Analytics']"
136,$400k+,"Digital Marketing Strategist, Content Creator, and Inbound Marketer",,,$150.00,
137,$40k+,Medical Editor and SEO Specialist with Project Management Skills,394,32,$25.00,"['Editing', 'Transcription', 'Data Entry', 'Translation', 'Project Management']"
138,$70k+,Admin Asst + Data Entry Specialist (Bookkeeping-QBO Certified),"4,490",133,$25.00,"['Microsoft Word', 'English Proofreading', 'Data Entry', 'Bookkeeping', 'PDF Conversion', 'Microsoft Office', 'Google Docs', 'Email Handling']"
139,$100k+,customer service - verification,"9,474",3,$13.33,
140,$1k+,Customer Service Ninja,252,6,$10.00,"['Customer Service', 'Project Management', 'Email Handling', 'Social Media Management', 'Intuit QuickBooks', 'Shopify', 'Customer Support']"
141,$10k+,Rock star virtual assistant with recruiting skills,966,11,$17.00,"['LinkedIn Recruiting', 'Virtual Assistant', 'Management Skills', 'Trello', 'Editing', 'CRM', 'Microsoft Excel', 'Writing', 'HTML', 'WiX']"
142,$8k+,Machine Learning/ Data Science Expert,352,3,$45.00,"['Linux System Administration', 'Machine Learning', 'MySQL Programming', 'Natural Language Processing', 'Python', 'PHP', 'WordPress', 'Laravel Framework', 'IBM Watson', 'Google Cloud Platform']"
143,$10k+,Operations Manager with a specialty in Process Improvement,691,14,$24.00,"['Executive Assistant', 'Virtual Assistant', 'Operations Management', 'Administrative Support', 'Customer Service', 'Project Management', 'Microsoft Excel', 'Logistics & Shipping', 'Transcription', 'Social Media Marketing']"
144,$10k+,"Editor, copywriter, blogger, content marketer",738,28,$40.00,"['Content Writing', 'Content Marketing', 'Social Media Management', 'Blog Writing', 'Copyediting', 'Copywriting', 'Website Analytics', 'Email Marketing']"
145,$100k+,"Product Strategist, Product Manager","1,224",2,$90.00,"['Product Design', 'Product Management', 'Strategic Planning', 'Business Analysis', 'Business Planning', 'Product Development', 'Marketing Strategy']"
146,$10k+,"Business & Project Management, Operations & Client Relationship Expert",384,10,$20.00,"['Microsoft Office', 'Shopify', 'Woocommerce', 'Asana', 'HubSpot', 'WordPress', 'Smartsheet', 'Trello', 'Atlassian JIRA', 'Infusionsoft Administration']"
147,$8k+,Creative Writer & Marketing Specialist,221,8,$18.00,"['Copywriting', 'Research', 'Copyediting', 'Marketing Strategy', 'Social Media Marketing', 'Social Media Management', 'Public Relations', 'Public Speaking', 'Press Release Writing']"
148,$10k+,Graphic Designer and Writer,682,13,$24.00,"['Graphic Design', 'Corporate Brand Identity', 'Writing', 'Social Media Marketing', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop', 'Infographics']"
149,,Social Media Marketing Expert,,,,"['Trainerize', 'Chatbot Development', 'Chat Support', 'Facebook Marketing', 'Instagram Marketing', 'Social Media Management']"
150,$100k+,"Writing/Editing/Proofreading for Business, Travel, Technical","3,360",367,$45.00,"['Editing', 'English Proofreading', 'Business Writing', 'Creative Writing', 'Content Writing', 'English Punctuation', 'Travel Writing', 'Translation French English', 'Lean Consulting', 'Proofreading']"
151,$40k+,Marketing Automation Specialist,786,64,$60.00,"['Marketing Automation', 'SharpSpring', 'ActiveCampaign', 'Email Marketing', 'MailChimp', 'Mautic Platform', 'CSS', 'HTML', 'Digital Marketing']"
152,$60k+,Assistant / Web Researcher,"2,703",94,$22.00,"['Internet Research', 'Data Entry', 'Administrative Support', 'Virtual Assistant', 'Google Spreadsheets', 'Email Handling', 'Appointment Setting', 'LinkedIn Recruiting', 'Lead Generation', 'Web Research']"
153,$200k+,"Expert financial planning, analysis, & modeling","2,302",449,$62.50,"['Microsoft Excel', 'Financial Forecasting', 'Financial Reporting', 'Business Analysis', 'Financial Analysis', 'Microsoft Word', 'Technical Writing']"
154,$60k+,always top-quality work,981,814,$15.00,"['English', 'English Grammar', 'English Spelling', 'English Punctuation', 'English Proofreading', 'Copyediting']"
155,$100k+,Administrative Assistant/Project Management,"6,650",47,$19.50,"['Virtual Assistant', 'Project Management', 'Administrative Support', 'Clerical Skills', 'Computer Skills', 'Customer Service', 'Data Entry', 'Event Planning', 'General Office Skills']"
156,$10k+,Google Analytics and Google Tag Manager Expert Guru,312,55,$65.00,"['Google Analytics', 'Analytics', 'Web Analytics', 'Website Analytics', 'SQL', 'Transact-SQL']"
157,$9k+,"CPA, MBA, Quickbooks ProAdvisor",241,11,$65.00,"['Financial Reporting', 'Financial Analysis', 'Microsoft Excel', 'Intuit QuickBooks', 'Budgeting & Forecasting']"
158,$10k+,"Virtual Assistant, Translator and Social Media Manager","3,146",11,$15.00,"['Translation', 'Transcription', 'Social Media Management', 'Virtual Assistant', 'Email Handling', 'Administrative Support']"
159,$40k+,"Fiction Editor, Proofreader",408,262,$18.00,"['Copyediting', 'Proofreading', 'Editing', 'Writing']"
160,,Graphic Design & Presentations,,,,"['Marketing Strategy', 'Creative Strategy', 'Adobe Photoshop', 'Adobe Illustrator', 'Graphic Design', 'Presentation Design', 'Print Layout Design', 'Social Media Marketing', 'Infographics', 'Microsoft PowerPoint']"
161,$40k+,Administrative Assistant,"3,947",12,$18.00,"['Data Entry', 'Administrative Support', 'Telephone Handling', 'Online Community Management', 'Email Marketing', 'Email Handling', 'Clerical Skills', 'Business Writing', 'Internet Research', 'Call Center Management']"
162,$20k+,"Experienced copywriter, editor and proofreader",449,69,$50.00,"['Editing', 'Proofreading', 'Copywriting', 'Copyediting', 'English', 'Marketing Strategy', 'Business Writing', 'Business Consulting', 'Startup Consulting']"
163,$30k+,C Level Executive Consultant,354,58,$500.00,"['Corporate Taxes', 'IRS Income Tax Audits', 'Tax Preparation', 'International Taxation', 'Property Tax', 'Accounting', 'Bookkeeping', 'Financial Accounting']"
164,$20k+,Accountant,820,53,$50.00,"['Financial Accounting', 'Accounting', 'Accounts Payable Management', 'Accounts Receivable Management', 'Intuit QuickBooks', 'Budgeting & Forecasting', 'Bank Reconciliation', 'Internal Auditing', 'Microsoft Excel', 'Bookkeeping']"
165,$60k+,Blockchain strategy & development,380,4,$250.00,"['Ethereum', 'Blockchain', 'Ruby', 'Ruby on Rails', 'JavaScript', 'Elixir']"
166,$50k+,Rails Developer with product background,473,22,$80.00,"['Ruby', 'Ruby on Rails', 'JavaScript', 'jQuery', 'HTML', 'CSS', 'Test Driven Development']"
167,$30k+,Front-end Developer | Sketch 2 HTML | Bootstrap/SCSS Expert | Pug | JS,"1,264",49,$45.00,"['HTML', 'CSS', 'Twitter Bootstrap', 'JavaScript', 'jQuery', 'Responsive Web Design', 'WordPress', 'Sketch', 'NativeScript', 'PSD to HTML']"
168,$30k+,Illustration / Graphic Design,"1,590",86,$23.00,"['Illustration', 'Comic Art', 'Graphic Design', 'Print Design', 'Flyer Design', 'Brochure Design', 'Label and Package Design', 'Logo Design', 'Adobe Illustrator', 'Adobe Photoshop']"
169,$80k+,Writer,"4,676",1,$11.11,
170,$40k+,Web Developer,622,30,$80.00,"['HTML', 'CSS', 'JavaScript', 'jQuery', 'JQuery Mobile', 'PHP', 'WordPress', 'Adobe Photoshop', 'Adobe Illustrator']"
171,$6k+,"Typist (150+ WPM), Transcriptionist, Data Analyst, Web Designer",223,72,$15.00,"['PDF Conversion', 'Data Entry', 'Transcription', 'Music', 'Web Design', 'Web Hosting', 'Typing', 'Mobile UI Design', 'Microsoft Office', 'Search Engine Optimization (SEO)']"
172,$30k+,Creative UI/UX Designer,605,22,$60.00,"['Web Design', 'User Experience Design', 'User Interface Design', 'Mobile UI Design', 'Animation', 'Graphic Design', 'Responsive Web Design', 'iPhone UI Design', 'Game Design']"
173,$50k+,Award-winning copy that achieves results,895,69,$85.00,"['Copywriting', 'Copyediting', 'English Proofreading', 'Article Writing', 'Biography Writing', 'Radio Broadcasting', 'TV Broadcasting', 'Press Release Writing', 'Email Copywriting', 'Website Development']"
174,$7k+,Administrative Assistant and Grant Writer,358,3,$25.00,"['Data Entry', 'Internet Research', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'Microsoft Outlook', 'Database Cataloguing', 'Database Management', 'Cover Letter Writing', 'Grant Writing']"
175,$100k+,Digital Marketing Engineer : Infusionsoft Ninja | Sales Funnel Pro,"1,553",54,$125.00,"['InfusionSoft Marketing', 'Infusionsoft Administration', 'Search Engine Optimization (SEO)', 'Marketing Strategy', 'Facebook Marketing', 'Pay Per Click Advertising', 'ClickFunnels', 'Optimizepress', 'Ecommerce Platform Development', 'Startup Consulting']"
176,$60k+,Pardot Specialist & Implementation Expert,984,18,$100.00,"['Salesforce.com', 'Pardot Administration', 'Pardot Marketing', 'Pardot Development', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'WordPress', 'Email Marketing', 'Copywriting']"
177,$10k+,Graphic Designer / Illustrator / Print & Web Designer / Brand Designer,538,38,$25.00,"['Print Design', 'Illustration', 'Label and Package Design', 'Corporate Brand Identity', 'Logo Design']"
178,$40k+,Freelance Writer,271,76,$50.00,"['WordPress', 'Technical Writing', 'SEO Writing', 'Research', 'Content Writing', 'Article Writing', 'Creative Writing', 'Blog Writing', 'Copywriting']"
179,$20k+,Voice Over Pros To Major Clients Worldwide,209,167,$55.56,['Copywriting']
180,,"Social Media Marketer, Freelance Writer",,,,"['Online Community Management', 'Social Media Marketing', 'Facebook Marketing', 'Internet Marketing', 'Content Writing', 'Content Marketing', 'Social Media Management', 'Instagram Marketing', 'Twitter Marketing']"
181,$60k+,Editor/proofreader,"5,360",59,$25.00,"['Editing', 'English Tutoring', 'Research Papers', 'Business Writing', 'Content Writing', 'Technical Writing', 'Copyediting', 'Teaching English', 'Article Writing', 'Translation Croatian English']"
182,$6k+,Techie and All Around Fun Guy,359,19,$28.00,"['WordPress', 'Microsoft Word', 'Microsoft Excel', 'Data Entry', 'Infusionsoft Administration']"
183,$100k+,Joomla Web Development Specialist,"2,378",44,$50.00,"['Joomla', 'PHP', 'HTML', 'Ecommerce Platform Development']"
184,$40k+,Social Media Manager,"1,637",3,$27.00,"['Social Customer Service', 'Customer Support', 'Content Management', 'Administrative Support', 'Adobe Creative Suite', 'Graphic Design', 'Content Creation', 'Project Management', 'Management Skills', 'Content Moderation']"
185,$50k+,Social Media Manager/Writer/Content Curator w/Zendesk/Intercom,"1,626",122,$50.00,"['Content Writing', 'Blog Writing', 'Customer Service', 'Article Writing', 'Administrative Support', 'Accounts Receivable Management', 'Accounts Payable Management', 'Real Estate Appraisal', 'Technical Writing', 'Data Analytics']"
186,$5k+,Customer Service/Data Entry professional,589,5,$10.00,"['Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'Google Docs', 'Adobe Acrobat', 'HTML', 'Web Design', 'TeamViewer']"
187,$7k+,"Expert Blog and Article Writer, Marketer, and Outreach Manager",602,17,$40.00,"['Editing', 'Blog Writing', 'Article Writing', 'SEO Writing', 'Copywriting', 'Social Network Administration', 'Internet Research', 'HTML', 'CSS', 'Virtual Assistant']"
188,$20k+,Web and Graphic Designer,556,157,$35.99,"['WiX', 'Adobe Photoshop', 'Web Design', 'Search Engine Optimization (SEO)', 'Graphic Design', 'Logo Design', 'Business Card Design', 'Photo Editing', 'Adobe Photoshop Lightroom', 'Brochure Design']"
189,$50k+,IRS Enrolled Agent. Tax and Bookkeeping Professional,"1,080",148,$50.00,"['Tax Preparation', 'Bookkeeping', 'Intuit QuickBooks', 'Corporate Taxes', 'IRS Income Tax Audits', 'Financial Reporting', 'Business Consulting']"
190,$4k+,"Virtual Assistant, website management, social media, email",235,10,$25.00,"['WordPress', 'Social Media Management', 'MailChimp', 'LeadPages', 'Graphic Design', 'Responsive Web Design', 'Adobe Photoshop', 'WordPress e-Commerce', 'Desktop Publishing', 'Adobe Illustrator']"
191,$40k+,Software Quality Assurance Testing Manager,"4,418",4,$50.00,"['QA Management', 'Software QA Testing', 'SaaS', 'Six Sigma', 'Agile Software Development']"
192,$40k+,"Recruiting, Marketing & Administrative Expert","3,055",50,$15.00,"['Telemarketing', 'Lead Generation', 'B2B Marketing', 'Direct Marketing', 'Pinterest Marketing', 'Facebook Marketing', 'Twitter Marketing', 'Recruiting', 'YouTube Marketing', 'English']"
193,$20k+,React | Vue | Angular | Node | D3 | Meteor | Javascript Specialist,468,10,$60.00,"['React.js', 'Node.js', 'AngularJS', 'JavaScript', 'Redux for JavaScript', 'MongoDB', 'HTML5', 'CSS3', 'Firebase', 'Vue.js']"
194,$80k+,Expert Virtual Assistant 12+ Years Experience.,"3,629",34,$38.00,"['Data Entry', 'Internet Research', 'Telemarketing', 'Appointment Setting', 'Virtual Assistant', 'Customer Service', 'Transcription', 'Intuit QuickBooks', 'Lead Generation', 'Administrative Support']"
195,$80k+,"Graphic design (Greeting Card, surface design, gift bag, pattern)","2,664",17,$30.00,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Logo Design', 'Illustration', 'Icon Design', 'Print Layout Design']"
196,$5k+,Writing by a seasoned professional,254,6,$22.00,"['Administrative Support', 'Writing', 'Creative & Talent']"
197,$30k+,Technology Consultant,640,18,$45.00,"['Embedded Systems', 'Mobile App Development', '3D Modeling', 'Image Processing', 'Software QA Testing', 'CouchDB', 'Electronic Design', 'Financial Modeling', 'Distributed Computing']"
198,$20k+,PPC Expert | Google AdWords Certified | Google Shopping | Bing,283,22,$150.00,"['Google AdWords', 'Pay Per Click Advertising', 'Google Shopping', 'Bing Ads', 'Search Engine Marketing (SEM)', 'Pay Per Click', 'Digital Marketing', 'Internet Marketing', 'Google Analytics']"
199,$10k+,Virtual Assistant. Professional Writer.,866,50,$22.00,"['Administrative Support', 'Content Writing', 'Blog Writing', 'Ghostwriting', 'Resume Writing', 'Cover Letter Writing', 'LinkedIn Development', 'Research', 'Presentations']"
200,$7k+,Illustration Artist,307,17,$25.00,"['Graphic Design', 'Illustration', 'Adobe Illustrator', 'Adobe Photoshop', 'Still Life Painting', 'Digital Painting', 'Comic Art', 'Comic Writing', 'Sequential Art', 'Storyboarding']"
201,$100k+,Professional Graphic Designer,"2,573",136,$75.00,"['Adobe InDesign', 'Adobe Photoshop', 'Adobe PDF', 'Adobe Illustrator', 'Microsoft Word']"
202,$70k+,Internet Research & Data Entry & Google Docs Expert,"5,783",81,$11.99,"['Data Entry', 'Transcription', 'Insurance Consulting', 'Research', 'Microsoft Excel', 'Google Docs', 'Virtual Assistant', 'Creative Writing', 'Amazon Webstore']"
203,$9k+,Experienced Real Estate Property Manager,682,5,$13.00,
204,$10k+,Product Photography / Photo Editing / Photo Manipulation,344,97,$60.00,"['Photography', 'Photo Editing', 'Adobe Photoshop', 'Adobe Photoshop Lightroom', 'Adobe Creative Suite', 'Photo Retouching', 'Photo Manipulation', 'Digital Photography', 'Amazon Web Services', 'Microstock Photography']"
205,$90k+,White paper and landing page specialist who helps you find your voice,"1,854",180,$100.00,"['B2B Marketing', 'Business Writing', 'Marketing Strategy', 'Content Writing', 'Blog Writing', 'Communications', 'SEO Writing', 'Business Analysis', 'Corporate Strategy', 'Copywriting']"
206,$4k+,Administrative Assistant Professional,450,15,$15.00,"['eBay Listing/Writing', 'Tax Preparation', 'Administrative Support', 'Microsoft Excel', 'Data Entry', 'English Proofreading', 'Financial Accounting', 'Supervisory Skills', 'Technical Editing', 'Microsoft Word']"
207,$100k+,SEO Strategist and PPC Professional (Former Googler),"1,620",39,$50.00,"['Search Engine Optimization (SEO)', 'Link Building', 'Content Writing', 'Search Engine Marketing (SEM)', 'Blog Writing']"
208,$2k+,Virtual Assistant,222,15,$12.50,"['Internet Research', 'Violin Performance', 'Typing', 'Organizational Behavior', 'Transcription', 'Time Management', 'Active Listening', 'Microsoft PowerPoint', 'English Tutoring', 'Adobe PDF']"
