,earned,headline,hours,jobs,rate,skills
135,$50k+,Looking for online positions to work from home,"5,406",14,$11.11,"['Internet Research', 'Transcription', 'ICD Coding']"
136,$10k+,Expert Graphic & Web Designer | Portrait Artist | Illustrator | Ebooks,"1,140",28,$18.67,"['Adobe Photoshop', 'Video Production', 'Audio Production', 'Illustration', 'Digital Painting', 'Portrait Painting', 'Curriculum Development', 'Web Design', 'Photo Manipulation', 'Adobe Illustrator']"
137,$50k+,Part-Time CFO & Controller/Management Consultant/MBA,"1,177",25,$90.00,"['Accounting', 'Intuit QuickBooks', 'Financial Accounting', 'Financial Analysis', 'Financial Management', 'Accounts Payable Management', 'Accounts Receivable Management', 'Cost Accounting', 'Bank Reconciliation', 'Consulting']"
138,$10k+,Presentation Designer,219,31,$50.00,"['Graphic Design', 'Presentations', 'Microsoft PowerPoint', 'Keynote', 'Google Slides', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign', 'Format & Layout']"
139,$10k+,Business Solutions Consultant,803,28,$28.00,"['Content Writing', 'Graphic Design', 'Instructional Design', 'Technical Writing', 'Business Development', 'Project Management', 'Blog Writing', 'Presentation Design', 'BPO Call Center', 'Virtual Reality']"
140,,Instructional Designer & eLearning Quality Assurance (QA) Specialist,,,,"['Instructional Design', 'e-Learning', 'Storyboarding', 'Editing', 'Functional Testing', 'Technical Documentation', 'Quality Control', 'Animation', 'Usability Testing', 'Software QA Testing']"
141,$40k+,Project/Test Manager,"2,138",106,$25.00,"['Microsoft Project', 'Microsoft Excel', 'Microsoft Word', 'ClearQuest', 'Intuit QuickBooks', 'COBOL']"
142,$300k+,Software Developer,"5,021",2,$55.56,"['C#', '.NET Framework']"
143,$30k+,"Sr Linux System Administrator (Nginx, Magento, Percona,Docker, AWS)",651,66,$60.00,"['MySQL Administration', 'Apache Administration', 'LAMP Administration', 'Postfix SMTP Server', 'Amazon EC2', 'Amazon Web Services', 'Squid', 'Nginx', 'Magento', 'Linux System Administration']"
144,$40k+,Administrative Assistant,"3,962",17,$20.00,"['Blog Commenting', 'Internet Research', 'Content Management', 'Proofreading', 'Data Entry', 'Content Writing', 'Article Rewriting', 'Social Media Management', 'Blog Writing', 'Web Scraping']"
145,$100k+,HTML/CSS/WordPress,"4,505",246,$37.50,"['HTML5', 'CSS', 'WordPress', 'XHTML', 'PHP']"
146,$9k+,Data + Dev + Concepts,230,4,$99.00,"['Data Science', 'Google Tag Manager', 'Google Analytics', 'Rapid Miner', 'Microsoft Excel', 'WordPress', 'Full-text Search Engines', 'Product Management', 'Conversion Rate Optimization', 'Data Scraping']"
147,$10k+,Writing Services Unlimited,218,42,$60.00,"['Creative Writing', 'Customer Service', 'English Tutoring', 'ESL Teaching', 'Kindle Direct Publishing', 'CreateSpace', 'Fiction Writing', 'Romance Writing', 'Non-Fiction Writing', 'English']"
148,$50k+,"Python, Django, ColdFusion, PHP, JavaScript, Angular, AWS, Azure",205,25,$100.00,"['ColdFusion', 'Python', 'Django', 'Core PHP', 'JavaScript', 'Angular 2', 'Angular 4', 'Angular 5', 'Selenium WebDriver', 'React.js']"
149,,"Vector Icons, Infographics & Illustration",,,,"['Icon Design', 'Infographics', 'Illustration', 'Logo Design', 'Graphic Design']"
150,$10k+,Video editor | Design consultant | Web tutorials | App demos,446,71,$45.00,"['Video Editing', 'Video Production', 'Final Cut Pro X', 'ScreenFlow', 'Video Post Editing', 'Audio Editing', 'Sony Vegas', 'Adobe Photoshop']"
151,$40k+,"Lead generation, telemarketing, sales, customer service","2,686",16,$13.33,"['Microsoft Excel', 'Microsoft PowerPoint', 'Customer Service', 'Customer Support', 'Administrative Support', 'Microsoft Word', 'Lead Generation', 'Telemarketing', 'Cold Calling', 'English Proofreading']"
152,$80k+,Creative Writer and Copywriter,"6,007",102,$15.00,"['Creative Writing', 'Blog Writing', 'Screenwriting', 'Proofreading', 'Transcription', 'Customer Service', 'Voice Talent', 'Voice Over', 'Resume Writing', 'Copywriting']"
153,$4k+,"Content/Creative Writer: History, Wrestling, Gaming, Comics Focus",229,15,$10.50,"['Article Writing', 'Creative Writing', 'Adobe Photoshop', 'Photo Editing', 'Short Story Writing', 'Comic Writing', 'Blog Writing', 'Content Writing', 'Podcasting', 'English']"
154,$80k+,Business Consultant,650,84,$130.00,"['Business Planning', 'Startup Consulting', 'Financial Modeling', 'Business Modeling', 'Business Development', 'Presentation Design', 'Business Writing', 'Business Coaching', 'Microsoft PowerPoint']"
155,$7k+,Senior-Level HR Professional,256,13,$50.00,"['Human Resource Management', 'Startup Consulting', 'Job Description Writing', 'Proofreading', 'Policy Writing', 'Management Skills']"
156,$10k+,Technical Writing and Transcription,993,32,$11.11,['Editing']
157,$100k+,"Copy Editor, Writer, FR-EN Translator","3,271",230,$40.00,"['English', 'Editing', 'Copyediting', 'Proofreading', 'Content Writing', 'Translation French English', 'Teaching English']"
158,$10k+,"SEO Link Building Machine - No Spam, White Hat All The Way",410,15,$45.00,"['Social Media Marketing', 'Search Engine Optimization (SEO)', 'Marketing Strategy', 'SEO Keyword Research', 'Internet Marketing', 'Search Engine Marketing (SEM)', 'SEO Audit', 'Link Building', 'SEO Backlinking', 'Google Analytics']"
159,$80k+,UX Designer - Solving Business Problems w/ Design.,"1,659",43,$80.00,"['Web Design', 'Interaction Design', 'Usability Testing', 'PSD to HTML', 'Frontend Development', 'Information Architecture', 'HTML5', 'CSS3', 'Logo Design', 'LESS']"
160,$80k+,Comprehensive Proofreading | Editing | Data Entry,"7,689",28,$22.00,"['English Proofreading', 'Editing', 'Microsoft Word', 'Social Media Management', 'Data Entry', 'Microsoft Excel', 'Computer Graphics', 'Photo Editing', 'Adobe Photoshop']"
161,$40k+,Data Privacy & Security / ISO 27001 Master & Certification Trainer,418,2,$150.00,"['Information Security', 'Policy Writing', 'Risk Management', 'Compliance', 'Certified Information Systems Security Professional (CISSP)', 'Employee Training', 'GDPR', 'Data Privacy', 'ISO 27001', 'Governance']"
162,$100k+,UI/UX Designer | Full Stack Front End Developer- Bootstrap | WordPress,"5,149",204,$37.50,
163,$200k+,Call Center Specialist (Hunter & Jantz LLC.) Agency Principal,"17,172",72,$13.33,"['Customer Service', 'Call Center Management', 'Accounts Receivable Management', 'Technical Support', 'Technical Recruiter', 'Scripting', 'Telephone Handling', 'Telemarketing', 'Appointment Setting', 'Concept Design']"
164,$40k+,Medical Editor and SEO Specialist with Project Management Skills,394,32,$25.00,"['Editing', 'Transcription', 'Data Entry', 'Translation', 'Project Management']"
165,$7k+,Expert Web Designer and Developer Since 1999,245,41,$38.50,"['WordPress', 'HTML5', 'CSS3', 'Responsive Web Design', 'PSD to Wordpress', 'PSD to HTML', 'Adobe Dreamweaver', 'Drupal', 'Joomla', 'Adobe Photoshop']"
166,$50k+,Freelance Writer & Content Strategist,591,77,$100.00,"['Content Writing', 'Blog Writing', 'Copywriting', 'Ghostwriting', 'Article Writing', 'AP Style Writing', 'Business Writing', 'SEO Writing', 'News Writing Style', 'Press Release Writing']"
167,$100k+,Freelance Writer/Editor/Tutor/Curriculum Developer/Educator,"2,922",657,$45.00,"['Copywriting', 'Creative Writing', 'eBook Writing', 'Blog Writing', 'Editing', 'English Tutoring']"
168,$90k+,Japanese Translation / Research,,,$24.00,
169,$100k+,,"3,262",51,$27.78,"['CakePHP', 'Zend Framework', 'PHP', 'MySQL Administration', 'CodeIgniter', 'Talend Open Studio']"
170,$60k+,All-Star VA / PA / Data Entry Professional / Marketer/Researcher,"7,211",4,$11.11,"['Data Entry', 'Customer Support', 'Internet Research']"
171,$60k+,"High-Level Digital Marketing, SEO, Social Media, Content Management","2,308",11,$30.00,"['Search Engine Optimization (SEO)', 'Copywriting', 'Article Writing', 'Content Writing', 'Blog Writing', 'Digital Marketing', 'Social Media Management', 'Email Marketing', 'Online Community Management', 'Brand Management']"
172,$90k+,"Voice Talent, Narrator","2,246",445,$30.00,"['Voice Over', 'Voice Talent', 'Narration', 'Audio Editing', 'Audio Production', 'Sound Forge']"
173,$40k+,Administrative Assistant,"9,388",44,$25.00,"['Microsoft Excel', 'CRM', 'Internet Research', 'Search Engine Optimization (SEO)', 'Email Handling', 'Microsoft Word', 'Administrative Support', 'English Proofreading', 'Pipedrive', 'WordPress']"
174,$60k+,"Architect RA, CAD Drafter, Spanish-English","3,151",141,$25.00,"['Architecture', 'Construction', 'Autodesk', 'Illustration', 'Drafting', '3D Design', '3D Modeling', 'SketchUp', 'Microsoft PowerPoint', 'Microsoft Word']"
175,$90k+,Experienced Customer Support Specialist,"6,990",25,$15.00,"['Sales Promotion', 'Sales', 'Moodle', 'Distance Education', 'Telephone Handling', 'Lead Generation', 'Instructional Design', 'Customer Service']"
176,$40k+,Top Rated Customer Happiness Expert,"1,989",11,$13.75,"['Data Entry', 'Customer Service', 'Sales', 'Email Handling', 'Chat Support', 'Live Chat Operator']"
177,$90k+,"Professional Writer, Editor, and Administrative Assistant","8,499",14,$13.33,"['Creative Writing', 'Article Writing', 'Content Writing', 'Administrative Support', 'Social Media Management', 'HTML', 'Microsoft Word', 'Microsoft Excel', 'Wordperfect']"
178,$60k+,Excel and Google Sheets Expert / Business Management / Virtual Assist,"2,266",54,$30.00,"['Microsoft Excel', 'Google Docs', 'Drop Shipping', 'eBay Marketing', 'Microsoft Word', 'Business Management', 'Data Mining', 'Data Scraping', 'Data Cleansing', 'Data Analytics']"
179,$20k+,WordPress Website Designer,493,21,$75.00,"['Marketing Strategy', 'WordPress', 'Search Engine Optimization (SEO)', 'Web Design', 'Website Analytics']"
180,$40k+,"General Admin Work, Sales, Customer Service and Accounting","4,237",163,$12.00,"['Data Entry', 'Internet Research', 'Data Scraping', 'Customer Service', 'Supervisory Skills', 'Bookkeeping', 'Accounting', 'General Office Skills', 'Microsoft Excel', 'Salesforce.com']"
181,$6k+,Content Creator / Technical Writer / Creative Writer / SEO Specialist,732,6,$15.00,"['Content Writing', 'English Proofreading', 'Article Writing', 'WordPress', 'Social Media Optimization (SMO)', 'Blog Writing', 'SEO Writing', 'Social Media Marketing', 'Document Review', 'News Writing Style']"
182,$100k+,Attorney - 35-year law practice + entrepreneur -advisor to 20 startups,377,337,$175.00,"['Legal Consulting', 'Legal Research', 'Consulting', 'Contract Law', 'Contract Drafting', 'Legal Writing', 'Contract Management', 'Entrepreneurship', 'Startup Consulting', 'Strategic Planning']"
183,$30k+,"Social Media, Community Management & Customer Support","1,750",15,$40.00,"['Social Media Management', 'Online Community Management', 'Instagram Marketing', 'Blog Writing', 'Adobe Photoshop', 'Google Analytics', 'Facebook Marketing', 'General Office Skills', 'Microsoft Office', 'Customer Service']"
184,$100k+,Sales / Appointment Setter Telemarketing Professional,"6,443",59,$20.00,"['Outbound Sales', 'Negotiation', 'Customer Service', 'Call Center Management', 'Appointment Setting', 'Market Research', 'Lead Generation', 'Telemarketing', 'Cold Calling', 'Sales']"
185,$100k+,English - German Translator & Editor,"5,278",531,$28.50,"['German', 'Proofreading', 'Translation', 'Article Writing', 'Copywriting']"
186,,Web Developer,,,,"['Real Estate IDX', 'MLS Consulting', 'WordPress', 'Adobe Illustrator', 'HTML', 'MySQL Programming', 'phpMyAdmin', 'PHP', 'Video Editing']"
187,$30k+,"Graphic Designer, Illustrator, Multimedia Artist",668,285,$25.00,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Fireworks', 'Illustration']"
188,$700k+,"Independent .NET Contractor Including .NET C#, ASP.NET, WCF, EDI","11,828",16,$68.89,"['C#', 'Electronic Data Interchange (EDI)', '.NET Framework', 'Windows Communication Foundation (WCF)', 'Windows Presentation Foundation (WPF)', 'LINQ to SQL', 'AJAX', 'Facebook Development', 'SQL', 'SOAP']"
189,$40k+,Marketing Director,"2,399",22,$40.00,"['Process Improvement', 'CRM', 'Lead Generation', 'Data Entry', 'Cold Calling', 'Data Mining', 'B2B Marketing', 'Email Handling']"
190,$60k+,Transcription Specialist,"3,107",169,$24.00,"['Transcription', 'Email Handling', 'Data Entry', 'Google Docs']"
191,$200k+,Linux Systems Engineer & AWS/EC2 Expert,"3,178",119,$100.00,"['Linux System Administration', 'Cluster Computing', 'Apache Administration', 'MySQL Administration', 'DNS', 'Amazon EC2', 'Ubuntu', 'CentOS', 'Nginx']"
192,$50k+,"Author Coach, Editor, Publishing Consultant","2,144",128,$50.00,"['Editing', 'ePub', 'Administrative Support', 'Project Management', 'Ghostwriting', 'Article Writing', 'Microsoft Excel', 'Public Relations', 'Graphic Design', 'Event Planning']"
193,$20k+,Senior PHP developer. Wordpress theme/plugin dev. Laravel/Ang JS/ionic,888,28,$38.00,"['Magento', 'Internet Marketing', 'WordPress', 'Wordpress Plugin', 'Laravel Framework', 'AngularJS', 'Ionic Framework', 'PhoneGap', 'Shopify', 'WordPress e-Commerce']"
194,$20k+,Certified Quickbooks Pro Advisor/Accounting/Bookkeepin,"2,012",78,$40.00,"['Intuit QuickBooks', 'Accounting', 'Bookkeeping', 'Accounts Payable Management', 'Accounts Receivable Management', 'Bank Reconciliation', 'Xero', 'Bill.com Accounts Receivable', 'Data Entry']"
195,$40k+,Expert writer and Eng/Spa translator with SMM experience,"1,117",95,$20.19,"['Spanish', 'Copywriting', 'Copyediting', 'Proofreading', 'Blog Writing', 'Customer Service', 'Journalism Writing', 'Newsletter Writing']"
196,$100k+,Expert WordPress Developer,"1,356",87,$97.00,"['WordPress', 'HTML5', 'HTML', 'CSS3', 'CSS', 'PHP', 'JavaScript', 'MySQL Administration', 'Content Writing']"
197,$10k+,Project Manager SEO/SMM/Writer/Editor,690,14,$33.33,"['Social Media Marketing', 'Facebook Marketing', 'Voice Over', 'Project Management', 'Copyediting', 'Copywriting', 'Virtual Assistant', 'Social Media Management', 'Video Post Editing']"
198,$100k+,"Copywriter, Scriptwriter, Comedy Writer, and Creative Writer",,,$69.99,
199,$30k+,Full Stack Node.js + React.js,307,11,$200.00,"['JavaScript', 'React.js', 'Redux for JavaScript', 'Node.js', 'GraphQL', 'Linux System Administration', 'Ubuntu', 'C++', 'RethinkDB', 'PostgreSQL Programming']"
200,$10k+,Computer-savvy writer,679,33,$22.90,"['Editing', 'Article Writing', 'Microsoft Word', 'Microsoft Excel', 'Database Management', 'AP Style Writing']"
201,$60k+,Writing | Editing | Design,488,127,$68.00,"['Adobe InDesign', 'Adobe Photoshop', 'Adobe Acrobat', 'Adobe Illustrator', 'Editing', 'Writing', 'Print Layout Design', 'eBook Design', 'Photo Editing', 'Microsoft Office']"
202,$10k+,Librarian with Research and Editing Experience,"1,442",7,$9.50,"['Data Cleansing', 'Data Entry', 'Editing', 'Project Management', 'Proofreading', 'Research', 'Writing', 'Internet Research', 'Microsoft Excel', 'Microsoft Word']"
203,$100k+,Experienced Customer Service Representative,"13,248",77,$33.00,"['Customer Service', 'Zendesk', 'Freshdesk', 'Etsy Administration', 'Data Entry', 'Payment Processing', 'Salesforce.com', 'Shopify', 'Cold Calling']"
204,$200k+,Graphic artist and Typesetter,"11,152",35,$45.00,"['Adobe InDesign', 'Adobe Photoshop', 'Adobe Illustrator', 'Microsoft Office']"
205,$40k+,Expert Autocad Drafter,"1,244",100,$30.00,"['PDF Conversion', 'AutoCAD', 'Microsoft Word', 'Computer-Aided Design', 'Drafting', 'Plumbing', 'Architecture']"
206,$40k+,Marketing Specialist,"2,622",32,$22.00,"['Data Entry', 'eBay Marketing', 'Social Media Marketing', 'Public Relations', 'Microsoft Word', 'Microsoft Excel', 'Blog Writing']"
207,$30k+,SolidWorks CAD Designer,606,35,$35.00,"['SolidWorks', 'SketchUp', '3D Design', '3D Modeling', '3D Printing', 'Engineering Drawing', '3D Rendering']"
208,$70k+,Accessible HR,"3,212",57,$40.00,"['Recruiting', 'Data Entry', 'Proofreading', 'Policy Writing', 'Job Description Writing', 'Human Resource Management', 'Payroll Processing', 'HR Benefits']"
209,$20k+,VMware Systems Engineer,434,4,$88.89,"['VMware Administration', 'VMware ESX Server']"
210,$100k+,8 Years Providing Highly Rated Freelance Writing Services,"1,232",547,$22.22,"['Content Writing', 'Copywriting', 'Ghostwriting', 'Editing', 'Proofreading']"
211,$1k+,Seeking supplemental income,552,3,$15.00,"['Microsoft Word', 'Microsoft PowerPoint', 'Microsoft Excel', 'Typing', 'Transcription', 'Data Entry', 'Chat Support', 'Technical Support', 'English Proofreading', 'Email Handling']"
212,$10k+,Web Application Developer,"1,977",20,$10.00,"['Customer Service', 'Data Entry', 'WordPress', 'Virtual Assistant', 'Social Media Marketing', 'Trello', 'PHP', 'aWeber', 'Adobe Photoshop', 'MySQL Programming']"
213,$100k+,Web Developer,,,$50.00,
214,$100k+,"ColdFusion,Lucee, APIs:ShipStation,SkuVault,Authorize.net,SQL,IIS,AWS","5,358",29,$34.00,"['ColdFusion', 'jQuery', 'MySQL Administration', 'Microsoft SQL Server Programming', 'HTML5', 'CSS3', 'Microsoft SQL Server Administration', 'AWS Lambda', 'Responsive Web Design', 'Amazon EC2']"
215,$40k+,"Elearning Consultant, Moodle and SCORM Developer","1,923",62,$45.00,"['Moodle', 'SCORM', 'Adobe Captivate', 'SQL']"
216,$20k+,Direct Response Copywriter,763,84,$75.00,"['Copywriting', 'Copyediting', 'Editing', 'Newsletter Writing', 'Article Writing', 'Content Writing']"
